222	-1	92.8176	92.844	92.8815	92.9153	92.9467	92.9766	92.9946	93.0061	93.019	93.0375	
223	-1	93.0534	93.0681	93.0896	93.1092	93.1273	93.1448	93.1578	93.1687	93.1793	93.19	
224	1	93.2004	93.2111	93.2245	93.2381	93.2533	93.2701	93.2839	93.2973	93.3158	93.3434	
225	1	93.3724	93.4054	93.4526	93.5016	93.5539	93.6099	93.659	93.7062	93.7605	93.8273	
226	1	93.8952	93.9666	94.0532	94.1407	94.2299	94.3214	94.4051	94.4855	94.5698	94.6614	
227	1	94.7521	94.843	94.9409	95.0374	95.1322	95.226	95.3146	95.3996	95.4824	95.563	
228	-1	95.6403	95.7148	95.7881	95.8576	95.9243	95.9879	96.0436	96.0936	96.143	96.1956	
229	-1	96.2438	96.2899	96.344	96.3937	96.4408	96.4855	96.517	96.5408	96.5659	96.5981	
230	-1	96.626	96.6524	96.6899	96.7237	96.7551	96.785	96.803	96.8145	96.8274	96.8459	
231	-1	96.8618	96.8765	96.898	96.9176	96.9357	96.9532	96.9662	96.977	96.9876	96.9984	
232	0	97.0089	97.0192	97.0296	97.0404	97.0518	97.0641	97.0775	97.092	97.108	97.1257	
233	0.707	97.1422	97.1625	97.1939	97.2274	97.2644	97.3049	97.3414	97.3775	97.4195	97.4713	
234	1	97.5231	97.5792	97.6515	97.7253	97.8014	97.8804	97.9519	98.0207	98.0937	98.1748	
235	0.707	98.2564	98.3381	98.4247	98.51	98.594	98.6769	98.7557	98.8314	98.9052	98.9768	
236	0	99.0455	99.1112	99.1736	99.2327	99.2883	99.3403	99.3886	99.433	99.4736	99.5103	
237	-0.707	99.5402	99.568	99.6009	99.6301	99.6567	99.6809	99.6952	99.7032	99.7115	99.7243	
238	-1	99.7318	99.7387	99.7576	99.7736	99.7878	99.8014	99.8037	99.8001	99.7985	99.8032	
239	-0.707	99.8069	99.8095	99.8166	99.8222	99.8265	99.8305	99.8313	99.8307	99.8301	99.8299	
240	1	99.8297	99.8303	99.834	99.8383	99.8447	99.853	99.8587	99.8643	99.8754	99.8958	
241	1	99.918	99.9446	99.9856	100.029	100.075	100.126	100.17	100.212	100.262	100.324	
242	1	100.388	100.455	100.538	100.622	100.707	100.795	100.876	100.953	101.034	101.123	
243	1	101.211	101.3	101.395	101.489	101.582	101.673	101.76	101.843	101.923	102.002	
244	-1	102.078	102.15	102.222	102.29	102.355	102.417	102.471	102.52	102.568	102.619	
245	-1	102.666	102.711	102.764	102.813	102.859	102.902	102.933	102.956	102.98	103.011	
246	-1	103.038	103.064	103.101	103.134	103.165	103.194	103.211	103.222	103.234	103.252	
247	-1	103.268	103.282	103.303	103.322	103.34	103.357	103.369	103.38	103.39	103.401	
248	1	103.411	103.421	103.434	103.447	103.462	103.479	103.492	103.505	103.524	103.551	
249	1	103.58	103.613	103.66	103.708	103.76	103.816	103.865	103.912	103.966	104.033	
250	1	104.101	104.172	104.259	104.346	104.435	104.526	104.61	104.69	104.774	104.866	
251	1	104.957	105.047	105.145	105.242	105.336	105.43	105.519	105.604	105.686	105.767	
252	-1	105.844	105.918	105.992	106.061	106.128	106.191	106.247	106.297	106.346	106.399	
253	-1	106.447	106.493	106.547	106.597	106.644	106.688	106.72	106.744	106.769	106.801	
254	-1	106.829	106.855	106.893	106.926	106.958	106.988	107.006	107.017	107.03	107.049	
255	-1	107.064	107.079	107.101	107.12	107.138	107.156	107.169	107.18	107.19	107.201	
